record_id,left,hit,right
row_10069,To bring Vashti the queen before the                         ,king,"with the crown royal, to shew the"
row_10070,queen Vashti refused to come at the                          ,king’s,commandment by his chamberlains: therefore was the
row_10070,commandment by his chamberlains: therefore was the           ,king,"very wroth, and his anger burned in"
row_10071,Then the                                                     ,king,"said to the wise men, which knew"
row_10071,"knew the times, (for so was the                              ",king’s,manner toward all that knew law and
row_10071,"of Persia and Media, which saw the                           ",king’s,"face, and which sat the first in"
row_10071,and which sat the first in the                               ,kingdom;),1:15 What shall we do unto the
row_10071,hath not performed the commandment of the                    ,king,Ahasuerus by the chamberlains? 1:16 And Memucan
row_10071,chamberlains? 1:16 And Memucan answered before the           ,king,"and the princes, Vashti the queen hath"
row_10071,queen hath not done wrong to the                             ,king,"only, but also to all the princes,"
row_10071,are in all the provinces of the                              ,king,Ahasuerus.
row_10072,"eyes, when it shall be reported, The                         ",king,Ahasuerus commanded Vashti the queen to be
row_10073,Media say this day unto all the                              ,king’s,"princes, which have heard of the deed"
row_10074,If it please the                                             ,"king,",let there go a royal commandment from
row_10074,"altered, That Vashti come no more before                     ",king,Ahasuerus; and let the king give her
row_10074,more before king Ahasuerus; and let the                      ,king,give her royal estate unto another that
row_10075,And when the                                                 ,king’s,decree which he shall make shall be
row_10076,And the saying pleased the                                   ,king,and the princes; and the king did
row_10076,the king and the princes; and the                            ,king,did according to the word of Memucan:
row_10076,For he sent letters into all the                             ,king’s,"provinces, into every province according to the"
row_10077,"After these things, when the wrath of                        ",king,"Ahasuerus was appeased, he remembered Vashti, and"
row_10078,Then said the                                                ,king’s,"servants that ministered unto him, Let there"
row_10078,be fair young virgins sought for the                         ,king:,2:3 And let the king appoint officers
row_10078,for the king: 2:3 And let the                                ,king,appoint officers in all the provinces of
row_10078,officers in all the provinces of his                         ,"kingdom,",that they may gather together all the
row_10078,"women, unto the custody of Hege the                          ",king’s,"chamberlain, keeper of the women; and let"
row_10078,And let the maiden which pleaseth the                        ,king,be queen instead of Vashti. And the
row_10078,of Vashti. And the thing pleased the                         ,king;,and he did so.
row_10079,which had been carried away with Jeconiah                    ,king,"of Judah, whom Nebuchadnezzar the king of"
row_10079,"Jeconiah king of Judah, whom Nebuchadnezzar the              ",king,of Babylon had carried away.
row_10081,"So it came to pass, when the                                 ",king’s,"commandment and his decree was heard, and"
row_10081,that Esther was brought also unto the                        ,king’s,"house, to the custody of Hegai, keeper"
row_10082,"to be given her, out of the                                  ",king’s,house: and he preferred her and her
row_10085,turn was come to go in to                                    ,king,"Ahasuerus, after that she had been twelve"
row_10085,Then thus came every maiden unto the                         ,king;,whatsoever she desired was given her to
row_10085,the house of the women unto the                              ,king’s,house.
row_10086,"women, to the custody of Shaashgaz, the                      ",king’s,"chamberlain, which kept the concubines: she came"
row_10086,the concubines: she came in unto the                         ,king,"no more, except the king delighted in"
row_10086,"unto the king no more, except the                            ",king,"delighted in her, and that she were"
row_10087,was come to go in unto the                                   ,"king,",she required nothing but what Hegai the
row_10087,she required nothing but what Hegai the                      ,king’s,"chamberlain, the keeper of the women, appointed."
row_10088,So Esther was taken unto                                     ,king,Ahasuerus into his house royal in the
row_10089,And the                                                      ,king,"loved Esther above all the women, and"
row_10090,Then the                                                     ,king,made a great feast unto all his
row_10090,"gifts, according to the state of the                         ",king.,
row_10091,"second time, then Mordecai sat in the                        ",king’s,gate.
row_10093,"those days, while Mordecai sat in the                        ",king’s,"gate, two of the king’s chamberlains, Bigthan"
row_10093,"in the king’s gate, two of the                               ",king’s,"chamberlains, Bigthan and Teresh, of those which"
row_10093,and sought to lay hands on the                               ,king,Ahasuerus.
row_10094,Esther the queen; and Esther certified the                   ,king,thereof in Mordecai’s name.
row_10095,the book of the chronicles before the                        ,king.,
row_10096,After these things did                                       ,king,Ahasuerus promote Haman the son of Hammedatha
row_10097,And all the                                                  ,king’s,"servants, that were in the king’s gate,"
row_10097,"the king’s servants, that were in the                        ",king’s,"gate, bowed, and reverenced Haman: for the"
row_10097,"gate, bowed, and reverenced Haman: for the                   ",king,had so commanded concerning him. But Mordecai
row_10098,Then the                                                     ,king’s,"servants, which were in the king’s gate,"
row_10098,"the king’s servants, which were in the                       ",king’s,"gate, said unto Mordecai, Why transgressest thou"
row_10098,"said unto Mordecai, Why transgressest thou the               ",king’s,"commandment? 3:4 Now it came to pass,"
row_10100,the Jews that were throughout the whole                      ,kingdom,"of Ahasuerus, even the people of Mordecai."
row_10101,"month Nisan, in the twelfth year of                          ",king,"Ahasuerus, they cast Pur, that is, the"
row_10102,And Haman said unto                                          ,king,"Ahasuerus, There is a certain people scattered"
row_10102,people in all the provinces of thy                           ,kingdom;,and their laws are diverse from all
row_10102,from all people; neither keep they the                       ,king’s,laws: therefore it is not for the
row_10102,laws: therefore it is not for the                            ,king’s,profit to suffer them.
row_10103,If it please the                                             ,"king,",let it be written that they may
row_10103,"the business, to bring it into the                           ",king’s,treasuries.
row_10104,And the                                                      ,king,"took his ring from his hand, and"
row_10105,And the                                                      ,king,"said unto Haman, The silver is given"
row_10106,Then were the                                                ,king’s,scribes called on the thirteenth day of
row_10106,all that Haman had commanded unto the                        ,king’s,"lieutenants, and to the governors that were"
row_10106,after their language; in the name of                         ,king,"Ahasuerus was it written, and sealed with"
row_10106,"was it written, and sealed with the                          ",king’s,ring.
row_10107,were sent by posts into all the                              ,king’s,"provinces, to destroy, to kill, and to"
row_10109,"posts went out, being hastened by the                        ",king’s,"commandment, and the decree was given in"
row_10109,given in Shushan the palace. And the                         ,king,and Haman sat down to drink; but
row_10110,cry; 4:2 And came even before the                            ,king’s,gate: for none might enter into the
row_10110,gate: for none might enter into the                          ,king’s,gate clothed with sackcloth.
row_10111,"And in every province, whithersoever the                     ",king’s,"commandment and his decree came, there was"
row_10113,"called Esther for Hatach, one of the                         ",king’s,"chamberlains, whom he had appointed to attend"
row_10114,"of the city, which was before the                            ",king’s,gate.
row_10115,Haman had promised to pay to the                             ,king’s,"treasuries for the Jews, to destroy them."
row_10116,that she should go in unto the                               ,"king,","to make supplication unto him, and to"
row_10118,him commandment unto Mordecai; 4:11 All the                  ,king’s,"servants, and the people of the king’s"
row_10118,"king’s servants, and the people of the                       ",king’s,"provinces, do know, that whosoever, whether man"
row_10118,"man or woman, shall come unto the                            ",king,"into the inner court, who is not"
row_10118,"to death, except such to whom the                            ",king,"shall hold out the golden sceptre, that"
row_10118,been called to come in unto the                              ,king,these thirty days.
row_10120,thyself that thou shalt escape in the                        ,king’s,"house, more than all the Jews."
row_10121,knoweth whether thou art come to the                         ,kingdom,for such a time as this?
row_10122,so will I go in unto the                                     ,"king,",which is not according to the law:
row_10124,stood in the inner court of the                              ,king’s,"house, over against the king’s house: and"
row_10124,"of the king’s house, over against the                        ",king’s,house: and the king sat upon his
row_10124,over against the king’s house: and the                       ,king,sat upon his royal throne in the
row_10125,"And it was so, when the                                      ",king,saw Esther the queen standing in the
row_10125,obtained favour in his sight: and the                        ,king,held out to Esther the golden sceptre
row_10126,Then said the                                                ,king,"unto her, What wilt thou, queen Esther?"
row_10126,given thee to the half of the                                ,kingdom.,
row_10127,"answered, If it seem good unto the                           ","king,",let the king and Haman come this
row_10127,"seem good unto the king, let the                             ",king,and Haman come this day unto the
row_10128,Then the                                                     ,king,"said, Cause Haman to make haste, that"
row_10128,do as Esther hath said. So the                               ,king,and Haman came to the banquet that
row_10129,And the                                                      ,king,said unto Esther at the banquet of
row_10129,request? even to the half of the                             ,kingdom,it shall be performed.
row_10130,found favour in the sight of the                             ,"king,",and if it please the king to
row_10130,"the king, and if it please the                               ",king,"to grant my petition, and to perform"
row_10130,"and to perform my request, let the                           ",king,and Haman come to the banquet that
row_10130,I will do to morrow as the                                   ,king,hath said.
row_10131,but when Haman saw Mordecai in the                           ,king’s,"gate, that he stood not up, nor"
row_10133,"children, and all the things wherein the                     ",king,"had promoted him, and how he had"
row_10133,above the princes and servants of the                        ,king.,
row_10134,let no man come in with the                                  ,king,unto the banquet that she had prepared
row_10134,I invited unto her also with the                             ,king.,
row_10135,see Mordecai the Jew sitting at the                          ,king’s,gate.
row_10136,and to morrow speak thou unto the                            ,king,that Mordecai may be hanged thereon: then
row_10136,then go thou in merrily with the                             ,king,unto the banquet. And the thing pleased
row_10137,On that night could not the                                  ,king,"sleep, and he commanded to bring the"
row_10137,chronicles; and they were read before the                    ,king.,
row_10138,"of Bigthana and Teresh, two of the                           ",king’s,"chamberlains, the keepers of the door, who"
row_10138,who sought to lay hand on the                                ,king,Ahasuerus.
row_10139,And the                                                      ,king,"said, What honour and dignity hath been"
row_10139,to Mordecai for this? Then said the                          ,king’s,"servants that ministered unto him, There is"
row_10140,And the                                                      ,king,"said, Who is in the court? Now"
row_10140,come into the outward court of the                           ,king’s,"house, to speak unto the king to"
row_10140,"the king’s house, to speak unto the                          ",king,to hang Mordecai on the gallows that
row_10141,And the                                                      ,king’s,"servants said unto him, Behold, Haman standeth"
row_10141,Haman standeth in the court. And the                         ,king,"said, Let him come in."
row_10142,So Haman came in. And the                                    ,king,"said unto him, What shall be done"
row_10142,be done unto the man whom the                                ,king,delighteth to honour? Now Haman thought in
row_10142,"in his heart, To whom would the                              ",king,delight to do honour more than to
row_10142,to myself? 6:7 And Haman answered the                        ,"king,",For the man whom the king delighteth
row_10142,"the king, For the man whom the                               ",king,"delighteth to honour, 6:8 Let the royal"
row_10142,the royal apparel be brought which the                       ,king,"useth to wear, and the horse that"
row_10142,"to wear, and the horse that the                              ",king,"rideth upon, and the crown royal which"
row_10142,to the hand of one of the                                    ,king’s,"most noble princes, that they may array"
row_10142,may array the man withal whom the                            ,king,"delighteth to honour, and bring him on"
row_10142,be done to the man whom the                                  ,king,delighteth to honour.
row_10143,Then the                                                     ,king,"said to Haman, Make haste, and take"
row_10143,"Mordecai the Jew, that sitteth at the                        ",king’s,gate: let nothing fail of all that
row_10144,be done unto the man whom the                                ,king,delighteth to honour.
row_10145,And Mordecai came again to the                               ,king’s,gate. But Haman hasted to his house
row_10147,And while they were yet                                      ,talking,"with him, came the king’s chamberlains, and"
row_10147,"were yet talking with him, came the                          ",king’s,"chamberlains, and hasted to bring Haman unto"
row_10148,So the                                                       ,king,and Haman came to banquet with Esther
row_10149,And the                                                      ,king,said again unto Esther on the second
row_10149,"performed, even to the half of the                           ",kingdom.,
row_10150,"have found favour in thy sight, O                            ","king,","and if it please the king, let"
row_10150,"O king, and if it please the                                 ","king,",let my life be given me at
row_10150,although the enemy could not countervail the                 ,king’s,damage.
row_10151,Then the                                                     ,king,Ahasuerus answered and said unto Esther the
row_10152,Haman. Then Haman was afraid before the                      ,king,and the queen.
row_10153,And the                                                      ,king,arising from the banquet of wine in
row_10153,was evil determined against him by the                       ,king.,
row_10154,Then the                                                     ,king,returned out of the palace garden into
row_10154,bed whereon Esther was. Then said the                        ,"king,",Will he force the queen also before
row_10154,As the word went out of the                                  ,king’s,"mouth, they covered Haman’s face."
row_10155,"one of the chamberlains, said before the                     ","king,","Behold also, the gallows fifty cubits high,"
row_10155,"Mordecai, who had spoken good for the                        ","king,",standeth in the house of Haman. Then
row_10155,in the house of Haman. Then the                              ,king,"said, Hang him thereon."
row_10156,had prepared for Mordecai. Then was the                      ,king’s,wrath pacified.
row_10157,On that day did the                                          ,king,Ahasuerus give the house of Haman the
row_10157,the queen. And Mordecai came before the                      ,king;,for Esther had told what he was
row_10158,And the                                                      ,king,"took off his ring, which he had"
row_10159,And Esther spake yet again before the                        ,"king,","and fell down at his feet, and"
row_10160,Then the                                                     ,king,held out the golden sceptre toward Esther.
row_10160,"So Esther arose, and stood before the                        ","king,","8:5 And said, If it please the"
row_10160,"8:5 And said, If it please the                               ","king,",and if I have favour in his
row_10160,and the thing seem right before the                          ,"king,","and I be pleasing in his eyes,"
row_10160,the Jews which are in all the                                ,king’s,provinces: 8:6 For how can I endure
row_10160,destruction of my kindred? 8:7 Then the                      ,king,Ahasuerus said unto Esther the queen and
row_10161,"Jews, as it liketh you, in the                               ",king’s,"name, and seal it with the king’s"
row_10161,"king’s name, and seal it with the                            ",king’s,ring: for the writing which is written
row_10161,the writing which is written in the                          ,king’s,"name, and sealed with the king’s ring,"
row_10161,"the king’s name, and sealed with the                         ",king’s,"ring, may no man reverse."
row_10162,Then were the                                                ,king’s,scribes called at that time in the
row_10163,And he wrote in the                                          ,king,"Ahasuerus’ name, and sealed it with the"
row_10163,"Ahasuerus’ name, and sealed it with the                      ",king’s,"ring, and sent letters by posts on"
row_10163,"camels, and young dromedaries: 8:11 Wherein the              ",king,granted the Jews which were in every
row_10163,one day in all the provinces of                              ,king,"Ahasuerus, namely, upon the thirteenth day of"
row_10165,being hastened and pressed on by the                         ,king’s,commandment. And the decree was given at
row_10166,went out from the presence of the                            ,king,"in royal apparel of blue and white,"
row_10168,"province, and in every city, whithersoever the               ",king’s,"commandment and his decree came, the Jews"
row_10169,"thirteenth day of the same, when the                         ",king’s,commandment and his decree drew near to
row_10169,cities throughout all the provinces of the                   ,king,"Ahasuerus, to lay hand on such as"
row_10170,"and the deputies, and officers of the                        ","king,",helped the Jews; because the fear of
row_10171,For Mordecai was great in the                                ,king’s,"house, and his fame went out throughout"
row_10175,Shushan the palace was brought before the                    ,king.,
row_10176,And the                                                      ,king,"said unto Esther the queen, The Jews"
row_10176,they done in the rest of the                                 ,king’s,provinces? now what is thy petition? and
row_10177,"Then said Esther, If it please the                           ","king,",let it be granted to the Jews
row_10178,And the                                                      ,king,commanded it so to be done: and
row_10180,the other Jews that were in the                              ,king’s,"provinces gathered themselves together, and stood for"
row_10183,were in all the provinces of the                             ,king,"Ahasuerus, both nigh and far, 9:21 To"
row_10184,9:25 But when Esther came before the                         ,"king,",he commanded by letters that his wicked
row_10187,hundred twenty and seven provinces of the                    ,kingdom,"of Ahasuerus, with words of peace and"
row_10189,And the                                                      ,king,"Ahasuerus laid a tribute upon the land,"
row_10190,"of the greatness of Mordecai, whereunto the                  ",king,"advanced him, are they not written in"
row_10190,the book of the chronicles of the                            ,kings,of Media and Persia? 10:3 For Mordecai
row_10190,For Mordecai the Jew was next unto                           ,king,"Ahasuerus, and great among the Jews, and"
row_10190,"accepted of the multitude of his brethren,                   ",seeking,"the wealth of his people, and speaking"
row_10190,"seeking the wealth of his people, and                        ",speaking,peace to all his seed.
row_10197,"and fro in the earth, and from                               ",walking,up and down in it.
row_10201,sons and his daughters were eating and                       ,drinking,wine in their eldest brother’s house: 1:14
row_10202,While he was yet                                             ,"speaking,","there came also another, and said, The"
row_10203,While he was yet                                             ,"speaking,","there came also another, and said, The"
row_10204,While he was yet                                             ,"speaking,","there came also another, and said, Thy"
row_10204,sons and thy daughters were eating and                       ,drinking,wine in their eldest brother’s house: 1:19
row_10208,"and fro in the earth, and from                               ",walking,up and down in it.
row_10229,With                                                         ,kings,"and counsellors of the earth, which build"
row_10237,grieved? but who can withhold himself from                   ,speaking?,"4:3 Behold, thou hast instructed many, and"
row_10249,I have seen the foolish                                      ,taking,root: but suddenly I cursed his habitation.
row_10364,He looseth the bond of                                       ,"kings,",and girdeth their loins with a girdle.
row_10420,"they shall prevail against him, as a                         ",king,ready to the battle.
row_10473,and it shall bring him to the                                ,king,of terrors.
row_10656,The princes refrained                                        ,"talking,",and laid their hand on their mouth.
row_10671,"and sat chief, and dwelt as a                                ",king,"in the army, as one that comforteth"
row_10683,They came upon me as a wide                                  ,breaking,in of waters: in the desolation they
row_10709,"sun when it shined, or the moon                              ",walking,in brightness; 31:27 And my heart hath
row_10730,they answered no more: they left off                         ,speaking.,
row_10773,Is it fit to say to a                                        ,"king,","Thou art wicked? and to princes, Ye"
row_10802,his eyes from the righteous: but with                        ,kings,"are they on the throne; yea, he"
row_10838,"which is strong, and as a molten                             ",looking,glass? 37:19 Teach us what we shall
row_10854,Their young ones are in good                                 ,"liking,",they grow up with corn; they go
row_10905,the mighty are afraid: by reason of                          ,breakings,they purify themselves.
row_10909,counted as stubble: he laugheth at the                       ,shaking,of a spear.
row_10914,beholdeth all high things: he is a                           ,king,over all the children of pride.
row_10938,The                                                          ,kings,"of the earth set themselves, and the"
row_10942,Yet have I set my                                            ,king,upon my holy hill of Zion.
row_10946,"Be wise now therefore, O ye                                  ",kings:,"be instructed, ye judges of the earth."
row_10966,"unto the voice of my cry, my                                 ","King,",and my God: for unto thee will
row_11040,He sitteth in the                                            ,lurking,places of the villages: in the secret
row_11048,The LORD is                                                  ,King,for ever and ever: the heathen are
row_11106,and as it were a young lion                                  ,lurking,in secret places.
row_11159,Great deliverance giveth he to his                           ,king;,"and sheweth mercy to his anointed, to"
row_11166,"the testimony of the LORD is sure,                           ",making,wise the simple.
row_11182,"Save, LORD: let the                                          ",king,hear us when we call.
row_11183,The                                                          ,king,"shall joy in thy strength, O LORD;"
row_11189,For the                                                      ,king,"trusteth in the LORD, and through the"
row_11223,For the                                                      ,kingdom,is the LORD’s: and he is the
row_11239,"lift up, ye everlasting doors; and the                       ",King,of glory shall come in.
row_11240,Who is this                                                  ,King,"of glory? The LORD strong and mighty,"
row_11241,"them up, ye everlasting doors; and the                       ",King,of glory shall come in.
row_11242,Who is this                                                  ,King,"of glory? The LORD of hosts, he"
row_11242,"The LORD of hosts, he is the                                 ",King,of glory. Selah.
row_11309,"upon the flood; yea, the LORD sitteth                        ",King,for ever.
row_11373,There is no                                                  ,king,saved by the multitude of an host:
row_11392,"tongue from evil, and thy lips from                          ",speaking,guile.
row_11566,Thou art my                                                  ,"King,",O God: command deliverances for Jacob.
row_11576,"us a byword among the heathen, a                             ",shaking,of the head among the people.
row_11589,things which I have made touching the                        ,king:,my tongue is the pen of a
row_11593,are sharp in the heart of the                                ,king’s,enemies; whereby the people fall under thee.
row_11594,ever and ever: the sceptre of thy                            ,kingdom,is a right sceptre.
row_11597,                                                             ,Kings’,daughters were among thy honourable women: upon
row_11599,So shall the                                                 ,king,greatly desire thy beauty: for he is
row_11601,The                                                          ,king’s,daughter is all glorious within: her clothing
row_11602,She shall be brought unto the                                ,king,in raiment of needlework: the virgins her
row_11603,be brought: they shall enter into the                        ,king’s,palace.
row_11611,"The heathen raged, the                                       ",kingdoms,"were moved: he uttered his voice, the"
row_11618,high is terrible; he is a great                              ,King,over all the earth.
row_11622,"God, sing praises: sing praises unto our                     ","King,",sing praises.
row_11623,For God is the                                               ,King,of all the earth: sing ye praises
row_11627,"the north, the city of the great                             ",King.,
row_11629,"For, lo, the                                                 ",kings,"were assembled, they passed by together."
row_11703,"tongue deviseth mischiefs; like a sharp razor,               ",working,deceitfully.
row_11773,"astray as soon as they be born,                              ",speaking,lies.
row_11816,Thou wilt prolong the                                        ,king’s,life: and his years as many generations.
row_11841,But the                                                      ,king,shall rejoice in God; every one that
row_11903,                                                             ,Kings,of armies did flee apace: and she
row_11905,When the Almighty scattered                                  ,kings,"in it, it was white as snow"
row_11915,"even the goings of my God, my                                ","King,",in the sanctuary.
row_11920,Because of thy temple at Jerusalem shall                     ,kings,bring presents unto thee.
row_11923,"Sing unto God, ye                                            ",kingdoms,of the earth; O sing praises unto
row_11992,Give the                                                     ,king,"thy judgments, O God, and thy righteousness"
row_11992,"O God, and thy righteousness unto the                        ",king’s,son.
row_12001,The                                                          ,kings,of Tarshish and of the isles shall
row_12001,of the isles shall bring presents: the                       ,kings,of Sheba and Seba shall offer gifts.
row_12002,"Yea, all                                                     ",kings,shall fall down before him: all nations
row_12051,For God is my                                                ,King,"of old, working salvation in the midst"
row_12051,"For God is my King of old,                                   ",working,salvation in the midst of the earth.
row_12084,of princes: he is terrible to the                            ,kings,of the earth.
row_12088,Thou holdest mine eyes                                       ,waking:,I am so troubled that I cannot
row_12121,they sinned yet more against him by                          ,provoking,the most High in the wilderness.
row_12122,they tempted God in their heart by                           ,asking,meat for their lust.
row_12182,"have not known thee, and upon the                            ",kingdoms,that have not called upon thy name.
row_12253,"thine altars, O LORD of hosts, my                            ","King,",and my God.
row_12335,the Holy One of Israel is our                                ,king.,
row_12344,"make him my firstborn, higher than the                       ",kings,of the earth.
row_12448,"is a great God, and a great                                  ",King,above all gods.
row_12487,"a joyful noise before the LORD, the                          ",King.,
row_12494,The                                                          ,king’s,strength also loveth judgment; thou dost establish
row_12527,"name of the LORD, and all the                                ",kings,of the earth thy glory.
row_12534,"the people are gathered together, and the                    ","kingdoms,",to serve the LORD.
row_12559,his throne in the heavens; and his                           ,kingdom,ruleth over all.
row_12610,"from one nation to another, from one                         ",kingdom,to another people;
row_12611,"to do them wrong: yea, he reproved                           ",kings,for their sakes;
row_12617,The                                                          ,king,sent and loosed him; even the ruler
row_12627,"in abundance, in the chambers of their                       ",kings.,
row_12782,at thy right hand shall strike through                       ,kings,in the day of his wrath.
row_12898,a young man cleanse his way? by                              ,taking,heed thereto according to thy word.
row_12935,will speak of thy testimonies also before                    ,"kings,",and will not be ashamed.
row_13176,"Who smote great nations, and slew mighty                     ",kings;,
row_13177,Sihon                                                        ,king,"of the Amorites, and Og king of"
row_13177,"Sihon king of the Amorites, and Og                           ",king,"of Bashan, and all the kingdoms of"
row_13177,"Og king of Bashan, and all the                               ",kingdoms,of Canaan:
row_13204,To him which smote great                                     ,kings:,for his mercy endureth for ever:
row_13205,And slew famous                                              ,kings:,for his mercy endureth for ever:
row_13206,Sihon                                                        ,king,of the Amorites: for his mercy endureth
row_13207,And Og the                                                   ,king,of Bashan: for his mercy endureth for
row_13226,All the                                                      ,kings,"of the earth shall praise thee, O"
row_13306,It is he that giveth salvation unto                          ,kings:,who delivereth David his servant from the
row_13310,strong to labour; that there be no                           ,breaking,"in, nor going out; that there be"
row_13312,"I will extol thee, my God, O                                 ",king;,and I will bless thy name for
row_13322,shall speak of the glory of thy                              ,"kingdom,",and talk of thy power;
row_13323,"acts, and the glorious majesty of his                        ",kingdom.,
row_13324,Thy                                                          ,kingdom,"is an everlasting kingdom, and thy dominion"
row_13324,Thy kingdom is an everlasting                                ,"kingdom,",and thy dominion endureth throughout all generations.
row_13373,                                                             ,Kings,"of the earth, and all people; princes,"
row_13378,children of Zion be joyful in their                          ,King.,
row_13384,To bind their                                                ,kings,"with chains, and their nobles with fetters"
row_13392,"proverbs of Solomon the son of David,                        ",king,of Israel; 1:2 To know wisdom and
row_13545,By me                                                        ,kings,"reign, and princes decree justice."
row_13716,In the multitude of people is the                            ,king’s,honour: but in the want of people
row_13723,The                                                          ,king’s,favour is toward a wise servant: but
row_13764,sentence is in the lips of the                               ,king:,his mouth transgresseth not in judgment.
row_13766,It is an abomination to                                      ,kings,to commit wickedness: for the throne is
row_13767,Righteous lips are the delight of                            ,kings;,and they love him that speaketh right.
row_13768,The wrath of a                                               ,king,is as messengers of death: but a
row_13769,In the light of the                                          ,king’s,countenance is life; and his favour is
row_13848,The                                                          ,king’s,wrath is as the roaring of a
row_13867,The fear of a                                                ,king,is as the roaring of a lion:
row_13872,A                                                            ,king,that sitteth in the throne of judgment
row_13889,A wise                                                       ,king,"scattereth the wicked, and bringeth the wheel"
row_13891,Mercy and truth preserve the                                 ,king:,and his throne is upholden by mercy.
row_13894,The                                                          ,king’s,heart is in the hand of the
row_13934,for the grace of his lips the                                ,king,shall be his friend.
row_13947,in his business? he shall stand before                       ,kings;,he shall not stand before mean men.
row_13993,"son, fear thou the LORD and the                              ",king:,and meddle not with them that are
row_14002,"of Solomon, which the men of Hezekiah                        ",king,of Judah copied out.
row_14003,conceal a thing: but the honour of                           ,kings,is to search out a matter.
row_14004,"earth for depth, and the heart of                            ",kings,is unsearchable.
row_14006,Take away the wicked from before the                         ,"king,",and his throne shall be established in
row_14007,forth thyself in the presence of the                         ,"king,",and stand not in the place of
row_14109,The                                                          ,king,by judgment establisheth the land: but he
row_14119,The                                                          ,king,"that faithfully judgeth the poor, his throne"
row_14148,the rocks; 30:27 The locusts have no                         ,"king,",yet go they forth all of them
row_14148,"hold with her hands, and is in                               ",kings’,palaces.
row_14149,greyhound; an he goat also; and a                            ,"king,",against whom there is no rising up.
row_14152,The words of                                                 ,king,"Lemuel, the prophecy that his mother taught"
row_14153,nor thy ways to that which destroyeth                        ,kings.,
row_14154,It is not for                                                ,"kings,","O Lemuel, it is not for kings"
row_14154,"kings, O Lemuel, it is not for                               ",kings,to drink wine; nor for princes strong
row_14181,"of the Preacher, the son of David,                           ",king,in Jerusalem.
row_14191,I the Preacher was                                           ,king,over Israel in Jerusalem.
row_14200,"and gold, and the peculiar treasure of                       ",kings,and of the provinces: I gat me
row_14204,the man do that cometh after the                             ,king?,even that which hath been already done.
row_14242,wise child than an old and foolish                           ,"king,",who will no more be admonished.
row_14243,also he that is born in his                                  ,kingdom,becometh poor.
row_14253,of the earth is for all: the                                 ,king,himself is served by the field.
row_14295,I counsel thee to keep the                                   ,king’s,"commandment, and that in regard of the"
row_14297,Where the word of a                                          ,king,"is, there is power: and who may"
row_14319,within it; and there came a great                            ,king,"against it, and besieged it, and built"
row_14323,of the apothecary to send forth a                            ,stinking,savour: so doth a little folly him
row_14328,"have seen servants upon horses, and princes                  ",walking,as servants upon the earth.
row_14336,"Woe to thee, O land, when thy                                ",king,"is a child, and thy princes eat"
row_14336,"Blessed art thou, O land, when thy                           ",king,"is the son of nobles, and thy"
row_14338,Curse not the                                                ,"king,",no not in thy thought; and curse
row_14354,"by these, my son, be admonished: of                          ",making,many books there is no end; and
row_14360,"me, we will run after thee: the                              ",king,hath brought me into his chambers: we
row_14367,While the                                                    ,king,"sitteth at his table, my spikenard sendeth"
row_14394,                                                             ,King,Solomon made himself a chariot of the
row_14396,"O ye daughters of Zion, and behold                           ",king,Solomon with the crown wherewith his mother
row_14441,hair of thine head like purple; the                          ,king,is held in the galleries.
row_14461,"days of Uzziah, Jotham, Ahaz, and Hezekiah,                  ",kings,of Judah.
row_14514,"with stretched forth necks and wanton eyes,                  ",walking,"and mincing as they go, and making"
row_14514,"walking and mincing as they go, and                          ",making,a tinkling with their feet: 3:17 Therefore
row_14542,In the year that                                             ,king,Uzziah died I saw also the LORD
row_14546,lips: for mine eyes have seen the                            ,"King,",the LORD of hosts.
row_14551,"far away, and there be a great                               ",forsaking,in the midst of the land.
row_14553,"son of Jotham, the son of Uzziah,                            ",king,"of Judah, that Rezin the king of"
row_14553,"Uzziah, king of Judah, that Rezin the                        ",king,"of Syria, and Pekah the son of"
row_14553,"Syria, and Pekah the son of Remaliah,                        ",king,"of Israel, went up toward Jerusalem to"
row_14555,fainthearted for the two tails of these                      ,smoking,"firebrands, for the fierce anger of Rezin"
row_14556,"breach therein for us, and set a                             ",king,"in the midst of it, even the"
row_14563,abhorrest shall be forsaken of both her                      ,kings.,
row_14564,that Ephraim departed from Judah; even the                   ,king,of Assyria.
row_14567,"by them beyond the river, by the                             ",king,"of Assyria, the head, and the hair"
row_14575,Samaria shall be taken away before the                       ,king,of Assyria.
row_14576,"the river, strong and many, even the                         ",king,"of Assyria, and all his glory: and"
row_14587,"they shall fret themselves, and curse their                  ",king,"and their God, and look upward."
row_14595,"the throne of David, and upon his                            ","kingdom,","to order it, and to establish it"
row_14612,"he saith, Are not my princes altogether                      ",kings?,10:9 Is not Calno as Carchemish? is
row_14612,10:10 As my hand hath found the                              ,kingdoms,"of the idols, and whose graven images"
row_14612,fruit of the stout heart of the                              ,king,"of Assyria, and the glory of his"
row_14636,And the                                                      ,sucking,child shall play on the hole of
row_14654,great people; a tumultuous noise of the                      ,kingdoms,of nations gathered together: the LORD of
row_14668,"And Babylon, the glory of                                    ","kingdoms,","the beauty of the Chaldees’ excellency, shall"
row_14674,shalt take up this proverb against the                       ,king,"of Babylon, and say, How hath the"
row_14678,raised up from their thrones all the                         ,kings,of the nations.
row_14683,"the earth to tremble, that did shake                         ",kingdoms;,14:17 That made the world as a
row_14683,house of his prisoners? 14:18 All the                        ,kings,"of the nations, even all of them,"
